#Organism group,Strain,Isolate identifiers,Isolate,AMR genotypes,AMR genotypes core,AST phenotypes
"Staphylococcus aureus",,"""PC0187"",""PC0187b-S0290"",""SRS11792622""","PDT001516251.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0038"",""PC0038a-S0038"",""SRS11792490""","PDT001516383.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0179"",""PC0179iii-S0228"",""SRS11792551""","PDT001516322.1","blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0179"",""PC0179ii-S0227"",""SRS11792550""","PDT001516323.1","blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0088"",""PC0088b-S0264"",""SRS11792523""","PDT001516350.1","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0088"",""PC0088a-S0088"",""SRS11792522""","PDT001516351.1","blaI=COMPLETE,blaPC1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaPC1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0090"",""PC0090c-S0289"",""SRS11792592""","PDT001516281.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,parC_S80Y=POINT,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,parC_S80Y=POINT,tet(38)=COMPLETE","ciprofloxacin=R,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0090"",""PC0090b-S0233"",""SRS11792591""","PDT001516282.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0267"",""PC0267aii-S0268"",""SRS11792316""","PDT001516157.1","aadD1=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(C)=COMPLETE,lnu(A)=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","aadD1=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(C)=COMPLETE,lnu(A)=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=R,vancomycin=S"
"Staphylococcus aureus",,"""PC0133"",""PC0133b-S0250"",""SRS11792421""","PDT001516452.1","aadD1=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(C)=COMPLETE,lnu(A)=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","aadD1=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(C)=COMPLETE,lnu(A)=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=R,vancomycin=S"
"Staphylococcus aureus",,"""PN0213"",""PN0213b-S0359"",""SRS11792572""","PDT001516301.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,ileS_V588F=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,ileS_V588F=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=R,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0213"",""PN0213a-S0358"",""SRS11792571""","PDT001516302.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,ileS_V588F=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,ileS_V588F=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=R,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0235"",""PN0235-S0376"",""SRS11792655""","PDT001516116.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0259"",""PN0259-S0399"",""SRS11792271""","PDT001516202.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_L27F=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0204"",""PN0204-S0352"",""SRS11792563""","PDT001516310.1","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,mecA=COMPLETE,mecR1=PARTIAL,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,mecA=COMPLETE,mecR1=PARTIAL,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0220"",""PN0220-S0365"",""SRS11792578""","PDT001516295.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PN0219"",""PN0219-S0364"",""SRS11792577""","PDT001516296.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0009"",""PC0009b-S0171"",""SRS11792597""","PDT001516276.1","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0009"",""PC0009a-S0009"",""SRS11792521""","PDT001516352.1","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0003"",""PC0003b-S0067"",""SRS11792351""","PDT001516122.1","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0003"",""PC0003a-S0003"",""SRS11792340""","PDT001516133.1","erm(T)=COMPLETE,erm(T)=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,erm(T)=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Pseudomonas aeruginosa","SCAID TCT1-2022 (325)","""Pseudomonas aeruginosa SCAID TCT1-2022 (325)"",""SCAID TCT1-2022 (325)"",""SRS14671497""","PDT001398901.1","aac(6')-Il=COMPLETE,aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,aph(3')-IIb=COMPLETE,blaOXA-10=COMPLETE,blaOXA-846=COMPLETE,blaPDC-11=COMPLETE,blaVEB-9=COMPLETE,catB7=COMPLETE,crpP=PARTIAL,dfrB2=COMPLETE,fosA=COMPLETE,gyrA_T83I=POINT,mexA=COMPLETE,mexE=COMPLETE,mexX=COMPLETE,parC_S87L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","aac(6')-Il=COMPLETE,aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,aph(3')-IIb=COMPLETE,blaOXA-10=COMPLETE,blaOXA-846=COMPLETE,blaPDC-11=COMPLETE,blaVEB-9=COMPLETE,catB7=COMPLETE,crpP=PARTIAL,dfrB2=COMPLETE,fosA=COMPLETE,gyrA_T83I=POINT,parC_S87L=POINT,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=I,amoxicillin=R,ampicillin=R,azithromycin=S,carbenicillin=R,cefazolin=R,cefepime=R,ceftriaxone=R,clindamycin=R,erythromycin=R,gentamicin=S,levofloxacin=R,meropenem=I,oxacillin=R,tobramycin=S"
"Klebsiella pneumoniae","SCAID PND1-2022 (426)","""Klebsiella pneumoniae SCAID PND1-2022 (426)"",""SCAID PND1-2022 (426)"",""SRS14671499""","PDT001398898.1","blaCTX-M-14=COMPLETE,blaLAP-2=COMPLETE,blaSHV-1=COMPLETE,dfrA1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB20=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","blaCTX-M-14=COMPLETE,blaLAP-2=COMPLETE,blaSHV-1=COMPLETE,dfrA1=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB20=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","amikacin=I,amoxicillin=R,ampicillin=R,azithromycin=R,carbenicillin=R,cefazolin=R,cefepime=R,ceftriaxone=R,clindamycin=R,erythromycin=I,gentamicin=S,levofloxacin=R,meropenem=S,oxacillin=R,tobramycin=S"
"Staphylococcus aureus",,"""BWH_701_S_aur"",""SRS15939415""","PDT001508500.1","abc-f=HMM,ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,mepA=COMPLETE,parC_E84G=POINT,parC_S80Y=POINT,tet(38)=COMPLETE","abc-f=HMM,ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,parC_E84G=POINT,parC_S80Y=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=R,linezolid=S,minocycline=S,moxifloxacin=R,oxacillin=R,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_734_S_aur"",""SRS15939387""","PDT001508528.1","aac(6')-Ie/aph(2'')-Ia=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,ant(9)-Ia=MISTRANSLATION,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecI=MISTRANSLATION,mecR1=COMPLETE,mepA=COMPLETE,murA_G257D=POINT,parC_S80F=POINT,rpoB_H481N=POINT,sat4=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","aac(6')-Ie/aph(2'')-Ia=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,ant(9)-Ia=MISTRANSLATION,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,catA=COMPLETE,dfrG=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecI=MISTRANSLATION,mecR1=COMPLETE,murA_G257D=POINT,parC_S80F=POINT,rpoB_H481N=POINT,sat4=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","ceftaroline=S,ciprofloxacin=R,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=R,levofloxacin=R,linezolid=S,moxifloxacin=I,oxacillin=R,rifampin=I,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Staphylococcus aureus",,"""BWH_706_S_aur"",""SRS15939380""","PDT001508535.1","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,ileS_V588F=POINT,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,ileS_V588F=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S"
"Staphylococcus aureus",,"""BWH_729_S_aur"",""SRS15939373""","PDT001508543.1","abc-f=HMM,erm(C)=COMPLETE,fexA=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","abc-f=HMM,erm(C)=COMPLETE,fexA=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0031"",""PC0031a-S0031"",""SRS11792356""","PDT001516117.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0030"",""PC0030b-S0149"",""SRS11792354""","PDT001516119.1","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,ant(9)-Ia=PARTIAL,blaI=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0029"",""PC0029-S0029"",""SRS11792352""","PDT001516121.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0026"",""PC0026-S0026"",""SRS11792341""","PDT001516132.1","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0024"",""PC0024-S0024"",""SRS11792337""","PDT001516136.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=PARTIAL,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=S,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
"Staphylococcus aureus",,"""PC0023"",""PC0023-S0023"",""SRS11792336""","PDT001516137.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,tet(38)=COMPLETE","ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,fusidic acid=S,gentamicin=S,linezolid=S,mupirocin=S,nitrofurantoin=S,oxacillin=S,penicillin=R,rifampin=S,teicoplanin=S,tetracycline=S,vancomycin=S"
