#Organism group,Strain,Isolate identifiers,Isolate,AMR genotypes,AMR genotypes core,AST phenotypes
"Streptococcus pneumoniae",,"""149"",""2013218429"",""SRS967355""","PDT001029164.1","mef(A)=COMPLETE,msr(D)=COMPLETE,msr(D)=PARTIAL_END_OF_CONTIG,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE,msr(D)=PARTIAL_END_OF_CONTIG","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""150"",""2013219479"",""SRS967345""","PDT001029174.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""151"",""2013219534"",""SRS967341""","PDT001029178.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""158"",""2013219859"",""SRS967552""","PDT001029179.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""160"",""2013221820"",""SRS967333""","PDT001029187.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""159"",""2013222062"",""SRS967326""","PDT001029194.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""148"",""2013224047"",""SRS967316""","PDT001029204.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""152"",""2013226345"",""SRS967304""","PDT001029216.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""161"",""2014201773"",""SRS967281""","PDT001029239.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""153"",""2014202148"",""SRS967276""","PDT001029244.1","mef(A)=COMPLETE,mef(A)=PARTIAL_END_OF_CONTIG,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,mef(A)=PARTIAL_END_OF_CONTIG,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""155"",""2014202554"",""SRS967262""","PDT001029259.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""145"",""2014204535"",""SRS967238""","PDT001029284.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""2013224917"",""72"",""SRS967310""","PDT001029211.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""170"",""2013213707"",""SRS967395""","PDT001029122.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE","amoxicillin=I,cefotaxime=S,ceftriaxone=S,cefuroxime=R,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=I,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""141"",""2014205018"",""SRS967232""","PDT001029290.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2013227583"",""77"",""SRS967301""","PDT001029219.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=MISTRANSLATION,tet(M)=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""2"",""2014203093"",""SRS967251""","PDT001029270.1","catA=COMPLETE,erm(B)=COMPLETE,pmrA=COMPLETE,tet(M)=COMPLETE","catA=COMPLETE,erm(B)=COMPLETE,tet(M)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=R,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014200597"",""78"",""SRS967295""","PDT001029225.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=MISTRANSLATION,tet(M)=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""114"",""2014203844"",""SRS967248""","PDT001029273.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""133"",""2013218190"",""SRS967554""","PDT001029156.1","pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp2b=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""15"",""2013221606"",""SRS967335""","PDT001029185.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014200801"",""33"",""SRS967290""","PDT001029231.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""101"",""2013212937"",""SRS967398""","PDT001029119.1","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE,tet(M)=COMPLETE","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=R,cefotaxime=I,ceftriaxone=I,cefuroxime=R,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=R,penicillin=R,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Streptococcus pneumoniae",,"""100"",""2013217306"",""SRS967372""","PDT001029145.1","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE,tet(M)=COMPLETE","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=R,cefotaxime=I,ceftriaxone=S,cefuroxime=R,chloramphenicol=S,ciprofloxacin=S,clindamycin=R,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=R,penicillin=I,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Streptococcus pneumoniae",,"""2013223617"",""99"",""SRS967319""","PDT001029201.1","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE,tet(M)=COMPLETE","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=R,cefotaxime=I,ceftriaxone=I,cefuroxime=R,chloramphenicol=S,ciprofloxacin=S,clindamycin=R,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=R,penicillin=I,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Streptococcus pneumoniae",,"""2014202560"",""98"",""SRS967259""","PDT001029262.1","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE,tet(M)=COMPLETE","erm(B)=COMPLETE,mef(A)=COMPLETE,msr(D)=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,tet(M)=COMPLETE","amoxicillin=R,cefotaxime=S,ceftriaxone=S,cefuroxime=R,chloramphenicol=S,ciprofloxacin=S,clindamycin=R,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=R,penicillin=I,rifampin=S,synercid=S,tetracycline=R,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Streptococcus pneumoniae",,"""129"",""2014200767"",""SRS967289""","PDT001029230.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""128"",""2014204553"",""SRS967234""","PDT001029288.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""119"",""2013217515"",""SRS967369""","PDT001029147.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""123"",""2013221808"",""SRS967334""","PDT001029186.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""113"",""2014201418"",""SRS967286""","PDT001029234.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""102"",""2013215817"",""SRS967380""","PDT001029137.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp1a=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE,pbp1a=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""106"",""2013219315"",""SRS967348""","PDT001029172.1","pbp1a=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp1a=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""104"",""2013221965"",""SRS967331""","PDT001029188.1","pbp1a=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp1a=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""108"",""2014200662"",""SRS967294""","PDT001029226.1","pbp1a=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp1a=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""107"",""2014203865"",""SRS967245""","PDT001029276.1","pbp1a=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp1a=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2013213851"",""55"",""SRS967392""","PDT001029125.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""2014204584"",""58"",""SRS967233""","PDT001029289.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014201553-c"",""57"",""SRS970790""","PDT001029297.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""12"",""2014200696"",""SRS967293""","PDT001029227.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=I,vancomycin=S"
"Streptococcus pneumoniae",,"""112"",""2013220191"",""SRS967338""","PDT001029182.1","mef(A)=COMPLETE,msr(D)=COMPLETE,pmrA=COMPLETE","mef(A)=COMPLETE,msr(D)=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=R,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014203848"",""31"",""SRS967247""","PDT001029274.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2013223642"",""42"",""SRS967318""","PDT001029203.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""120"",""2014201481-c"",""SRS970792""","PDT001029295.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014202503"",""73"",""SRS967267""","PDT001029254.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""18"",""2014202558"",""SRS967260""","PDT001029261.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""109"",""2014202506"",""SRS967266""","PDT001029255.1","pbp1a=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE,pmrA=COMPLETE","pbp1a=COMPLETE,pbp2b=COMPLETE,pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=R,vancomycin=S"
"Streptococcus pneumoniae",,"""2013216246"",""54"",""SRS967379""","PDT001029138.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2013218334"",""51"",""SRS967360""","PDT001029159.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014201466"",""50"",""SRS967284""","PDT001029236.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014201545-c"",""53"",""SRS970791""","PDT001029296.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2013216695"",""61"",""SRS967374""","PDT001029142.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""116"",""2013214076"",""SRS967389""","PDT001029128.1","pmrA=COMPLETE",,"amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Streptococcus pneumoniae",,"""2014202569"",""92"",""SRS967258""","PDT001029263.1","pbp2x=COMPLETE,pmrA=COMPLETE","pbp2x=COMPLETE","amoxicillin=S,cefotaxime=S,ceftriaxone=S,cefuroxime=S,chloramphenicol=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,levofloxacin=S,linezolid=S,meropenem=S,penicillin=S,rifampin=S,synercid=S,tetracycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
