#Organism group,Strain,Isolate identifiers,Isolate,AMR genotypes,AMR genotypes core,AST phenotypes
"Staphylococcus aureus",,"""BWH_427_S_aur"",""SRS14603966""","PDT001383537.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_447_S_aur"",""SRS14603981""","PDT001383522.1","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_439_S_aur"",""SRS14603973""","PDT001383530.1","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_422_S_aur"",""SRS14603994""","PDT001383509.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_450_S_aur"",""SRS14603984""","PDT001383519.1","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_548_S_aur"",""SRS15307200""","PDT001440564.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_592_S_aur"",""SRS15307117""","PDT001440642.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_490_S_aur"",""SRS15307180""","PDT001440583.1","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_488_S_aur"",""SRS15307195""","PDT001440569.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_777_S_aur"",""SRS15939406""","PDT001508509.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_615_S_aur"",""SRS15939426""","PDT001508489.1","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_635_S_aur"",""SRS15939392""","PDT001508523.1","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_781_S_aur"",""SRS15939435""","PDT001508480.1","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_752_S_aur"",""SRS15939429""","PDT001508486.1","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=PARTIAL,mepA=COMPLETE,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=PARTIAL,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_704_S_aur"",""SRS15939427""","PDT001508488.1","fosB=HMM,mepA=COMPLETE,tet(38)=COMPLETE","fosB=HMM,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_731_S_aur"",""SRS15939425""","PDT001508490.1","glpT_A100V=POINT,mepA=MISTRANSLATION,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_732_S_aur"",""SRS15939424""","PDT001508491.1","abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,mepA=COMPLETE,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,fosB=COMPLETE,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_753_S_aur"",""SRS15939416""","PDT001508499.1","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_676_S_aur"",""SRS15939414""","PDT001508501.1","glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_613_S_aur"",""SRS15939413""","PDT001508502.1","aadD1=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,bleO=COMPLETE,dfrS1=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecR1=PARTIAL,mepA=COMPLETE,mph(C)=COMPLETE,msr(A)=COMPLETE,parC_S80F=POINT,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","aadD1=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,bleO=COMPLETE,dfrS1=COMPLETE,fosB=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,mecR1=PARTIAL,mph(C)=COMPLETE,msr(A)=COMPLETE,parC_S80F=POINT,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","ceftaroline=S,ciprofloxacin=R,clindamycin=S,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=R,linezolid=S,minocycline=S,moxifloxacin=R,oxacillin=R,rifampin=S,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_780_S_aur"",""SRS15939409""","PDT001508506.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(A)=COMPLETE,glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_779_S_aur"",""SRS15939405""","PDT001508510.1","abc-f=HMM,ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(A)=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","abc-f=HMM,ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(A)=COMPLETE,tet(38)=COMPLETE,tet(M)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_685_S_aur"",""SRS15939399""","PDT001508516.1","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_778_S_aur"",""SRS15939390""","PDT001508525.1","abc-f=HMM,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,mepA=COMPLETE,mph(C)=COMPLETE,msr(A)=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","abc-f=HMM,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,fosB=COMPLETE,mph(C)=COMPLETE,msr(A)=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_686_S_aur"",""SRS15939389""","PDT001508526.1","glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_637_S_aur"",""SRS15939384""","PDT001508531.1","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","erm(T)=COMPLETE,glpT_A100V=POINT,glpT_F3I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_733_S_aur"",""SRS15939368""","PDT001508536.1","aadD1=COMPLETE,abc-f=HMM,fosB=COMPLETE,gyrA_S84L=POINT,mepA=COMPLETE,mupA=COMPLETE,murA_G257D=POINT,parC_S80Y=POINT,tet(38)=COMPLETE","aadD1=COMPLETE,abc-f=HMM,fosB=COMPLETE,gyrA_S84L=POINT,mupA=COMPLETE,murA_G257D=POINT,parC_S80Y=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=R,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=R,linezolid=S,minocycline=S,moxifloxacin=R,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_705_S_aur"",""SRS15939378""","PDT001508538.1","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_750_S_aur"",""SRS15939375""","PDT001508541.1","glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_677_S_aur"",""SRS15939372""","PDT001508544.1","aadD1=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,bleO=COMPLETE,fosB=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,mepA=COMPLETE,mph(C)=COMPLETE,msr(A)=COMPLETE,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","aadD1=COMPLETE,abc-f=HMM,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=HMM,blaZ=COMPLETE,bleO=COMPLETE,fosB=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,mph(C)=COMPLETE,msr(A)=COMPLETE,sat4=COMPLETE,tet(38)=COMPLETE,tet(K)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=R,rifampin=S,tetracycline=R,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_683_S_aur"",""SRS15939436""","PDT001508548.1","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_682_S_aur"",""SRS15939365""","PDT001508553.1","abc-f=HMM,ant(6)-Ia=MISTRANSLATION,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,mepA=COMPLETE,mph(C)=COMPLETE,msr(A)=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","abc-f=HMM,ant(6)-Ia=MISTRANSLATION,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,fosB=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,mph(C)=COMPLETE,msr(A)=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=R,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""360"",""BWH_360_S_aur"",""SRS13579676""","PDT001343038.1","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,mepA=COMPLETE,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ant(9)-Ia=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,erm(A)=COMPLETE,fosB=COMPLETE,glpT_A100V=POINT,glpT_V213I=POINT,murA_D278E=POINT,murA_E291D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=R,daptomycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_419_S_aur"",""SRS14603991""","PDT001383512.1","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,parC_E84K=POINT,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,parC_E84K=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_455_S_aur"",""SRS14603988""","PDT001383515.1","abc-f=HMM,fosB=COMPLETE,mepA=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","abc-f=HMM,fosB=COMPLETE,murA_G257D=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
"Staphylococcus aureus",,"""BWH_454_S_aur"",""SRS14603987""","PDT001383516.1","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,mepA=COMPLETE,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,glpT_A100V=POINT,murA_E291D=POINT,murA_T396N=POINT,tet(38)=COMPLETE","ceftaroline=S,ciprofloxacin=S,clindamycin=S,daptomycin=S,erythromycin=S,gentamicin=S,levofloxacin=S,linezolid=S,minocycline=S,moxifloxacin=S,oxacillin=S,rifampin=S,tetracycline=S,tigecycline=S,trimethoprim-sulfamethoxazole=S,vancomycin=S"
